iter	RMSE
164	0.007147689325
165	0.007129954684
166	0.00711367768
167	0.007097981427
168	0.007071489297
169	0.007054628651
170	0.007033313923
171	0.007014600547
172	0.006995321431
173	0.006975070237
174	0.006947254794
175	0.006931155462
176	0.00691394001
177	0.00689604389
178	0.006877047301
179	0.006857890611
180	0.006844536932
181	0.006830509381
182	0.006810705963
183	0.006797108656
184	0.006783481594
185	0.006767868293
186	0.006750577563
187	0.006735243893
188	0.006719726926
189	0.006706733496
190	0.006685930524
191	0.006668273106
192	0.006652434137
193	0.00663573014
194	0.006624027985
195	0.006615667631
196	0.006600186062
197	0.006584386572
198	0.006568036326
199	0.006553092675
200	0.006539765742
201	0.006525301062
202	0.006509502505
203	0.00649683061
204	0.006479463981
205	0.006465535485
206	0.006452340039
207	0.006439970862
208	0.006428934723
209	0.006415146058
210	0.006402887643
211	0.006389059415
212	0.006373654198
213	0.006364605309
214	0.006352450791
215	0.006339781801
216	0.006325689956
217	0.006310729286
218	0.006300495008
219	0.00629324544
220	0.006286679374
221	0.006271056002
222	0.006261430836
223	0.006251646903
224	0.006241647979
225	0.006226935949
226	0.006209855974
227	0.006199212407
228	0.006184083259
229	0.006174556945
230	0.006163382468
231	0.006149070979
232	0.006134546067
233	0.006124939398
234	0.006114484774
235	0.006103793681
236	0.006093780116
237	0.006084536134
238	0.006071270588
239	0.006062289179
240	0.006049100001
241	0.006039343251
242	0.006033443611
243	0.006020327205
244	0.006009116584
245	0.005998222298
246	0.005989835358
247	0.005979697158
248	0.005969437407
249	0.005958826519
250	0.005947472704
251	0.005935241918
252	0.00592609866
253	0.005911723536
254	0.005899497054
255	0.00588796672
256	0.005878255459
257	0.005864522342
258	0.005856458519
259	0.005848308846
260	0.005840639519
261	0.005832058282
262	0.005820299976
263	0.005803344611
264	0.005795220362
265	0.005782438561
266	0.005770928289
267	0.005765434348
268	0.00575330032
269	0.005742570281
270	0.005725435451
271	0.005716368074
272	0.005706958811
273	0.005693624196
274	0.00568695555
275	0.005676316215
276	0.005669204835
277	0.005660978966
278	0.005657381003
279	0.005648090853
280	0.005637025056
281	0.005625913506
282	0.005613857688
283	0.005602245867
284	0.005593713272
285	0.005586208969
286	0.005576777453
287	0.005567576655
288	0.005560965271
289	0.00554932381
290	0.005539889765
291	0.00552872009
292	0.00551664803
293	0.005502468312
294	0.00549519977
295	0.005485307183
296	0.005478441762
297	0.005470894517
298	0.005462301451
299	0.005456641759
300	0.005448861569
301	0.005439187407
302	0.005433316864
303	0.005423845962
304	0.005415794626
305	0.005407966094
306	0.005397310677
307	0.005386403031
308	0.005379906844
309	0.005366672631
310	0.00535601069
311	0.005347282846
312	0.005341136842
313	0.00533296287
314	0.005326368774
315	0.005317678642
316	0.005311003936
317	0.005304966268
318	0.005297586437
319	0.00529276667
320	0.005283692465
321	0.005276955822
322	0.005265228831
323	0.005257153658
324	0.005247176559
325	0.005236664047
326	0.005231361967
327	0.005225948224
328	0.00521824206
329	0.005209192355
330	0.005203824045
331	0.0052003548
332	0.00519142314
333	0.005185940646
334	0.005180328263
335	0.005173231954
336	0.005162869251
337	0.005155098001
338	0.005143803993
339	0.005135677839
340	0.005128771765
341	0.005124150537
342	0.00511881635
343	0.005113044008
344	0.005104416001
345	0.005099851728
346	0.005093994904
347	0.005086060174
348	0.005079051513
349	0.005073210766
350	0.005065903035
351	0.005056957355
352	0.005049220002
353	0.005042806786
354	0.005037449017
355	0.005032128213
356	0.005027612254
357	0.005018609471
358	0.005011634662
359	0.005004813662
360	0.004997414915
361	0.004992771397
362	0.004985717305
363	0.004977270785
364	0.004971215813
365	0.00496491624
366	0.004961063295
367	0.004953844035
368	0.004945475871
369	0.004940927511
370	0.004934419494
371	0.004925254861
372	0.004919317312
373	0.004910081544
374	0.004904637625
375	0.004900071809
376	0.004893800246
377	0.00488592359
378	0.004878607542
379	0.004871668234
380	0.004864874037
381	0.004858738466
382	0.004849970124
383	0.004844660962
384	0.004836600966
385	0.004832568731
386	0.004823658824
387	0.004817031634
388	0.004809337571
389	0.004798038381
390	0.004794259233
391	0.004789535592
392	0.00478356456
393	0.004778425907
394	0.004772963712
395	0.004767279226
396	0.004762661019
397	0.004754805438
398	0.004745556619
399	0.004735629359
400	0.004730696679
401	0.004724699061
402	0.004718905764
403	0.004713127553
404	0.004705694494
405	0.004699094812
406	0.004692573191
407	0.004684138197
408	0.004676936124
409	0.004670893092
410	0.004666020552
411	0.004658409025
412	0.004649874954
413	0.004643870061
414	0.004634709166
415	0.004625968247
416	0.004620667222
417	0.004613656169
418	0.004604947134
419	0.004598348883
420	0.004594214436
421	0.004589653169
422	0.004585964675
423	0.004580309263
424	0.004575843258
425	0.004568009408
426	0.004563079455
427	0.004558496291
428	0.004552807759
429	0.004547095134
430	0.004542786169
431	0.004535500069
432	0.00452941906
433	0.004525808203
434	0.004518104829
435	0.004513013922
436	0.004510298025
437	0.004504221892
438	0.004500207192
439	0.004496140837
440	0.004489222995
441	0.004483499381
442	0.004478903449
443	0.004473161745
444	0.004469588607
445	0.00446348587
446	0.004456012527
447	0.004450658846
448	0.004443629998
449	0.00443931892
450	0.004433182256
451	0.004424816254
452	0.004419256405
453	0.004414976756
454	0.004411135975
455	0.004406045148
456	0.004399322099
457	0.004393602327
458	0.004389157585
459	0.004383017712
460	0.004376137024
461	0.004368988501
462	0.00436434569
463	0.004359437846
464	0.004354329867
465	0.004347237305
466	0.004340424194
467	0.004337031149
468	0.004334294887
469	0.004327089644
470	0.004321615306
471	0.004315864478
472	0.004311892771
473	0.004303675806
474	0.004295386006
475	0.004288981572
476	0.00428594342
477	0.004279370773
478	0.004274526318
479	0.004270530183
480	0.004265781416
481	0.004261574738
482	0.004257281834
483	0.004253887504
484	0.004250869561
485	0.004245997468
486	0.004241896006
487	0.004236044239
488	0.00422992845
489	0.004224795771
490	0.004218809887
491	0.004213909795
492	0.004206888339
493	0.004202937132
494	0.004198219231
495	0.00419428676
496	0.004191055202
497	0.004184300185
498	0.004177555623
499	0.004172381361
500	0.004167673184
501	0.004161748481
502	0.004157794043
503	0.004154040218
504	0.004147417479
505	0.004141890359
506	0.004134294512
507	0.004127964975
508	0.004123950475
509	0.004118442248
510	0.004115071683
511	0.004110682315
512	0.004104788469
513	0.004098249317
514	0.004094318878
515	0.004090474797
516	0.004084475611
517	0.004079005742
518	0.004073859339
519	0.004069343642
520	0.004065185321
521	0.004060959739
522	0.004055592735
523	0.004051474994
524	0.004046398217
525	0.004042305847
526	0.004038086329
527	0.004033525549
528	0.004028708182
529	0.004023007263
530	0.00402046776
531	0.00401554636
532	0.004011790359
533	0.004007038169
534	0.004002853518
535	0.003999600451
536	0.003995694789
537	0.003991855853
538	0.003988189257
539	0.003984682167
540	0.003980889936
541	0.003970977566
542	0.003966352346
543	0.003959300223
544	0.003954153114
545	0.003949112626
546	0.003946405988
547	0.003943330229
548	0.003937479932
549	0.003934190009
550	0.003928520954
551	0.003924612808
552	0.003920561101
553	0.003915196427
554	0.003910370227
555	0.003906500779
556	0.00390263845
557	0.003897876485
558	0.003893642398
559	0.003889094151
560	0.003886092265
561	0.003883067589
562	0.00387788246
563	0.003871269366
564	0.00386763055
565	0.003862914434
566	0.003857056209
567	0.003852219807
568	0.003848537874
569	0.00384274423
570	0.003838990878
571	0.00383465979
572	0.0038322997
573	0.00382890627
574	0.003825904675
575	0.003822175927
576	0.003820073825
577	0.00381634248
578	0.003812927007
579	0.003807470973
580	0.003802843147
581	0.003799187178
582	0.003794713919
583	0.003790965385
584	0.003785949798
585	0.003780975679
586	0.003775075363
587	0.003771308543
588	0.003767793315
589	0.003764348963
590	0.003761277347
591	0.003758687945
592	0.003753678158
593	0.003747755175
594	0.003743856678
595	0.003741874047
596	0.003735955264
597	0.003730413628
598	0.003727203863
599	0.003722156294
600	0.003717345912
601	0.003713490107
602	0.003709446328
603	0.003705217355
604	0.00370137614
605	0.00369687096
606	0.003690906412
607	0.003686674169
608	0.003682756217
609	0.003676721591
610	0.003672982243
611	0.003668556884
612	0.003663920708
613	0.003658618855
614	0.003654042231
615	0.003651493412
616	0.003646541801
617	0.003641944216
618	0.003638723953
619	0.00363606405
620	0.003632111212
621	0.003629408232
622	0.003623710003
623	0.003619533822
624	0.003617403855
625	0.003612050904
626	0.003607673113
627	0.003604431213
628	0.003602311019
629	0.003598197751
630	0.003593282432
631	0.003589404046
632	0.003585437643
633	0.003582476938
634	0.00357994934
635	0.003577723968
636	0.003575432868
637	0.003569297766
638	0.003566431139
639	0.003564300328
640	0.003560573939
641	0.00355661684
642	0.003552558739
643	0.003548063312
644	0.003543736262
645	0.003540340913
646	0.003537482594
647	0.003533148603
648	0.003529749734
649	0.003526512566
650	0.003523609469
651	0.003520990623
652	0.003517885965
653	0.003514362547
654	0.003512579039
655	0.003509312616
656	0.003506869587
657	0.003501581329
658	0.003499409183
659	0.00349646269
660	0.00349378843
661	0.003490845886
662	0.003487936194
663	0.003482909116
664	0.00347868524
665	0.00347529238
666	0.003472413587
667	0.003469732967
668	0.003465958493
669	0.003461547333
670	0.003457384354
671	0.003454406422
672	0.003450005878
673	0.003446336338
674	0.003442775707
675	0.003439429234
676	0.00343673143
677	0.003434538618
678	0.003431470984
679	0.00342843504
680	0.003425108787
681	0.00342266
682	0.003417129679
683	0.003414306592
684	0.003410810246
685	0.003407696449
686	0.003405507991
687	0.003402044631
688	0.003398741541
689	0.00339651313
690	0.003394066453
691	0.003390491832
692	0.00338707447
693	0.003383464892
694	0.003379081309
695	0.00337695235
696	0.003374294098
697	0.003371301247
698	0.003368718455
699	0.00336569526
700	0.003362161392
701	0.003359681654
702	0.003355747654
703	0.003351290743
704	0.003348719114
705	0.003345942199
706	0.003343518689
707	0.003341891545
708	0.003337617246
709	0.003335124022
710	0.003331494289
711	0.003327741636
712	0.003325260573
713	0.003323462925
714	0.003319396039
715	0.003316586283
716	0.003313015111
717	0.003308578614
718	0.003304931255
719	0.003301533599
720	0.003298819685
721	0.003294762459
722	0.00329295075
723	0.003291093293
724	0.003287392532
725	0.003283263698
726	0.003281211097
727	0.003277559583
728	0.003275683169
729	0.003271719648
730	0.003269425576
731	0.003265967664
732	0.003262759446
733	0.003260488929
734	0.00325840738
735	0.003255260571
736	0.003252258597
737	0.003250190529
738	0.003248686682
739	0.003245095922
740	0.003241218289
741	0.003237421958
742	0.003234374874
743	0.003230177332
744	0.003227703289
745	0.00322494522
746	0.003222259067
747	0.003218931156
748	0.003215860435
749	0.003213230686
750	0.003211235889
751	0.003206810505
752	0.003203011002
753	0.003199828326
754	0.003197506484
755	0.003195467179
756	0.003193117789
757	0.003190680775
758	0.003188406915
759	0.003186748914
760	0.003182517744
761	0.003179125065
762	0.003176168666
763	0.003173230876
764	0.00316951099
765	0.003166385885
766	0.003164014121
767	0.003161415938
768	0.003159793574
769	0.003155864201
770	0.003153078172
771	0.003149921201
772	0.003146468686
773	0.003144236526
774	0.003140528129
775	0.003138112617
776	0.003135608407
777	0.003133713942
778	0.00313149881
779	0.003129686382
780	0.003126840835
781	0.003124039821
782	0.003121043039
783	0.00311811124
784	0.003115823639
785	0.003114121932
786	0.003110664881
787	0.003107569297
788	0.003105408063
789	0.003102510227
790	0.003099369153
791	0.003095383977
792	0.003093482002
793	0.003091961867
794	0.003088603458
795	0.003086726197
796	0.003084007169
797	0.003080303985
798	0.003077804847
799	0.003074293896
800	0.003072532429
801	0.003070334982
802	0.003067338293
803	0.003065533901
804	0.003063576547
805	0.00306134772
806	0.003058827691
807	0.003056525097
808	0.003053901185
809	0.003051021334
810	0.003047850503
811	0.00304556856
812	0.003043369524
813	0.003040907131
814	0.003038204649
815	0.003036196452
816	0.003034301808
817	0.003032441734
818	0.00302941644
819	0.003027725152
820	0.003025234526
821	0.00302298794
822	0.003021123114
823	0.003018138742
824	0.00301476847
825	0.003013122399
826	0.00301163581
827	0.00300936667
828	0.00300733739
829	0.003005398092
830	0.003001870618
831	0.002998966344
832	0.002995688464
833	0.002991932702
834	0.002989545451
835	0.002987072487
836	0.002983217394
837	0.002978902034
838	0.002976373564
839	0.002974163353
840	0.00297243248
841	0.00296982172
842	0.002967836646
843	0.00296517417
844	0.002962900229
845	0.00295897745
846	0.002956610808
847	0.002954455022
848	0.002951437144
849	0.002948646702
850	0.002945998481
851	0.002943583526
852	0.002941883253
853	0.00293954383
854	0.002938005445
855	0.002936527281
856	0.002934475447
857	0.002932244124
858	0.002929936761
859	0.002927354147
860	0.002922662767
861	0.002918270499
862	0.002916191468
863	0.002914483052
864	0.00291239274
865	0.002908951396
866	0.002906445355
867	0.002904368229
868	0.002901043556
869	0.002897418161
870	0.002896120996
871	0.002893763919
872	0.002890349319
873	0.002887685471
874	0.002884867053
875	0.0028823982
876	0.002878412189
877	0.002876198431
878	0.002873794709
879	0.002871601378
880	0.002868500053
881	0.002865758611
882	0.002864087299
883	0.002861279815
884	0.00285842122
885	0.002856082323
886	0.00285297934
887	0.002850297979
888	0.00284711661
889	0.002844907269
890	0.00284199713
891	0.002839826142
892	0.00283818135
893	0.002835743472
894	0.002833192553
895	0.002830812808
896	0.002829031458
897	0.002826726752
898	0.002823733575
899	0.002819955324
900	0.002817557181
901	0.002815372522
902	0.002812132345
903	0.00281079667
904	0.00280889344
905	0.00280659172
906	0.002804120396
907	0.002801590048
908	0.002800123377
909	0.002797093943
910	0.002794754659
911	0.002792836214
912	0.002790910221
913	0.00278958349
914	0.002787218539
915	0.002784119962
916	0.00278093602
917	0.002777023283
918	0.002774662181
919	0.002771702818
920	0.002769805378
921	0.002767187118
922	0.002764795782
923	0.00276261758
924	0.002759939819
925	0.002757185491
926	0.002755635092
927	0.002754162529
928	0.00275254157
929	0.002750471404
930	0.002749061992
931	0.002745733616
932	0.002744471127
933	0.002741658155
934	0.002739660192
935	0.002737702426
936	0.002735599469
937	0.002732374377
938	0.002730302741
939	0.002727910385
940	0.002725560796
941	0.002722968784
942	0.00272082639
943	0.002718632029
944	0.002715220677
945	0.002713329632
946	0.002711011736
947	0.002707610085
948	0.002706023096
949	0.002704063952
950	0.002702502595
951	0.002699913002
952	0.002698033892
953	0.002694343748
954	0.002691904972
955	0.002689954872
956	0.002687814888
957	0.002685800579
958	0.002684155748
959	0.002682388082
960	0.002679531953
961	0.002676822823
962	0.002674687539
963	0.002672401423
964	0.002669763538
965	0.002667863337
966	0.002665901088
967	0.002662649243
968	0.002660509541
969	0.002658348206
970	0.002655739768
971	0.002653647904
972	0.002652422171
973	0.002650017537
974	0.002647665009
975	0.002646217758
976	0.002643511572
977	0.002641635887
978	0.002639152317
979	0.002635961701
980	0.002634038226
981	0.002632146752
982	0.002630998699
983	0.002629704867
984	0.002627110911
985	0.002625536791
986	0.002623784856
987	0.002622104379
988	0.002619193811
989	0.002617400753
990	0.002615889951
991	0.002614527595
992	0.002613066046
993	0.002610825226
994	0.002609321775
995	0.00260724732
996	0.002605107853
997	0.002603200819
998	0.002600994411
999	0.002599315142
